 ( 0.25 -0.49999615531009339        0.0000000000000000      )
 ( 0.25 -0.49996539672648888        0.0000000000000000      )
 ( 0.25 -0.49990387388164559        0.0000000000000000      )
 ( 0.25 -0.49981157541505317        0.0000000000000000      )
 ( 0.25 -0.49968848427283064        0.0000000000000000      )
 ( 0.25 -0.49953457769195597        0.0000000000000000      )
 ( 0.25 -0.49934982717918619        0.0000000000000000      )
 ( 0.25 -0.49913419848462176        0.0000000000000000      )
 ( 0.25 -0.49888765156985887        0.0000000000000000      )
 ( 0.25 -0.49861014057065900        0.0000000000000000      )
 ( 0.25 -0.49830161375405579        0.0000000000000000      )
 ( 0.25 -0.49796201346980318        0.0000000000000000      )
 ( 0.25 -0.49759127609605963        0.0000000000000000      )
 ( 0.25 -0.49718933197918680        0.0000000000000000      )
 ( 0.25 -0.49675610536752884        0.0000000000000000      )
 ( 0.25 -0.49629151433902352        0.0000000000000000      )
 ( 0.25 -0.49579547072248187        0.0000000000000000      )
 ( 0.25 -0.49526788001235639        0.0000000000000000      )
 ( 0.25 -0.49470864127680325        0.0000000000000000      )
 ( 0.25 -0.49411764705882355        0.0000000000000000      )
 ( 0.25 -0.49349478327025487        0.0000000000000000      )
 ( 0.25 -0.49283992907836094        0.0000000000000000      )
 ( 0.25 -0.49215295678475030        0.0000000000000000      )
 ( 0.25 -0.49143373169633070        0.0000000000000000      )
 ( 0.25 -0.49068211198798595        0.0000000000000000      )
 ( 0.25 -0.48989794855663560        0.0000000000000000      )
 ( 0.25 -0.48908108486631335        0.0000000000000000      )
 ( 0.25 -0.48823135678387186        0.0000000000000000      )
 ( 0.25 -0.48734859240489364        0.0000000000000000      )
 ( 0.25 -0.48643261186935471        0.0000000000000000      )
 ( 0.25 -0.48548322716655601        0.0000000000000000      )
 ( 0.25 -0.48450024192880004        0.0000000000000000      )
 ( 0.25 -0.48348345121325303        0.0000000000000000      )
 ( 0.25 -0.48243264127139113        0.0000000000000000      )
 ( 0.25 -0.48134758930538313        0.0000000000000000      )
 ( 0.25 -0.48022806321071787        0.0000000000000000      )
 ( 0.25 -0.47907382130432791        0.0000000000000000      )
 ( 0.25 -0.47788461203740945        0.0000000000000000      )
 ( 0.25 -0.47666017369207586        0.0000000000000000      )
 ( 0.25 -0.47540023406091730        0.0000000000000000      )
 ( 0.25 -0.47410451010846788        0.0000000000000000      )
 ( 0.25 -0.47277270761350648        0.0000000000000000      )
 ( 0.25 -0.47140452079103168        0.0000000000000000      )
 ( 0.25 -0.46999963189266303        0.0000000000000000      )
 ( 0.25 -0.46855771078412067        0.0000000000000000      )
 ( 0.25 -0.46707841449832910        0.0000000000000000      )
 ( 0.25 -0.46556138676257358        0.0000000000000000      )
 ( 0.25 -0.46400625749800911        0.0000000000000000      )
 ( 0.25 -0.46241264228968393        0.0000000000000000      )
 ( 0.25 -0.46078014182508564        0.0000000000000000      )
 ( 0.25 -0.45910834129905032        0.0000000000000000      )
 ( 0.25 -0.45739680978269281        0.0000000000000000      )
 ( 0.25 -0.45564509955381377        0.0000000000000000      )
 ( 0.25 -0.45385274538601750        0.0000000000000000      )
 ( 0.25 -0.45201926379353125        0.0000000000000000      )
 ( 0.25 -0.45014415222844684        0.0000000000000000      )
 ( 0.25 -0.44822688822680939        0.0000000000000000      )
 ( 0.25 -0.44626692849964872        0.0000000000000000      )
 ( 0.25 -0.44426370796468723        0.0000000000000000      )
 ( 0.25 -0.44221663871405337        0.0000000000000000      )
 ( 0.25 -0.44012510891288470        0.0000000000000000      )
 ( 0.25 -0.43798848162320669        0.0000000000000000      )
 ( 0.25 -0.43580609354691896        0.0000000000000000      )
 ( 0.25 -0.43357725368110600        0.0000000000000000      )
